date,arrivals_mainland_sea,mainland_wave_u,mainland_wave_v,mainland_swell_wave_u,mainland_swell_wave_v,mainland_wind_10m_u,mainland_wind_10m_v,mainland_ocean_current_u,mainland_ocean_current_v,mainland_wave_period,mainland_swell_wave_period,mainland_sst_temperature,mainland_precipitation,mainland_pressure_msl,mainland_cloud_cover
2017-01-31,1035,,,,,-1.6766795927405227,0.4042316752927285,,,,,,52.0,1021.9225806451614,37.53225806451613
2017-02-28,475,,,,,1.8829004745308502,-2.3311433026795196,,,,,,117.9,1019.4561011904761,58.232142857142854
2017-03-31,842,,,,,1.3531053485520868,-1.465571170631312,,,,,,39.9,1019.5912634408603,39.11693548387097
2017-04-30,861,,,,,14.945695085013284,-0.5384759892450242,,,,,,81.7,1016.9830555555557,50.168055555555554
2017-05-31,835,,,,,6.9065158870748595,-0.014631494727341682,,,,,,12.5,1015.5895161290322,44.92338709677419
2017-06-30,2350,,,,,4.560695330975891,0.28100916152711,,,,,,0.6000000000000001,1015.0855555555555,19.309722222222224
2017-07-31,2162,,,,,0.39332171246134373,-0.7521818660132001,,,,,,1.6,1014.700806451613,13.166666666666666
2017-08-31,2231,,,,,9.087717546759302,0.33331016464464014,,,,,,16.7,1014.8329301075269,30.241935483870968
2017-09-30,1515,,,,,4.929728841804715,0.6986537329720618,,,,,,4.2,1016.8840277777778,29.334722222222222
2017-10-31,3469,,,,,15.93617117784559,1.679534737590155,,,,,,41.2,1020.1399193548386,33.59543010752688
2017-11-30,4017,,,,,6.706800031018493,0.3602030695469764,,,,,,35.8,1018.9809722222222,32.69722222222222
2017-12-31,1893,,,,,-0.3786185723387368,0.297666640999766,,,,,,41.8,1025.4373655913978,36.36693548387097
2018-01-31,1380,,,,,-3.152544448666898,-0.44952883303816366,,,,,,63.8,1023.2979838709676,44.18010752688172
2018-02-28,1067,,,,,-7.808720975078452,-0.8615216869426308,,,,,,37.7,1015.1866071428572,37.504464285714285
2018-03-31,867,,,,,-21.63445113361511,-4.940467539708357,,,,,,272.3,1013.6424731182796,60.056451612903224
2018-04-30,1208,,,,,-4.527193392345905,-1.5292271404482347,,,,,,80.0,1014.6118055555555,47.84722222222222
2018-05-31,3507,,,,,-3.0333587025905953,-0.5301976611765492,,,,,,7.7,1015.0711021505376,28.71505376344086
2018-06-30,6616,,,,,-8.068656159555983,-1.1939609106732294,,,,,,0.1,1015.7708333333334,24.5375
2018-07-31,8599,,,,,-12.417545804600921,-1.4022801492526815,,,,,,0.0,1015.8682795698925,8.470430107526882
2018-08-31,6364,,,,,9.154173217644447,0.3474100379538564,,,,,,0.0,1014.7587365591398,15.806451612903226
2018-09-30,8008,,,,,11.26858670054621,0.6742226665417294,,,,,,17.2,1017.1606944444444,36.87222222222222
2018-10-31,9630,,,,,1.9553196504694768,0.10110910741155993,,,,,,156.8,1014.2404569892474,48.88978494623656
2018-11-30,4959,,,,,-5.133478558028727,-2.474990033801449,,,,,,117.8,1016.4861111111111,54.43333333333333
2018-12-31,5059,,,,,5.264287705534713,0.1276722639187459,,,,,,18.6,1025.6861559139784,43.990591397849464
2019-01-31,4064,,,,,-8.307402612481823,0.35314659587489955,,,,,,25.3,1021.8684139784946,33.86424731182796
2019-02-28,892,,,,,10.891106207295204,-0.040290656636646986,,,,,,30.4,1024.501488095238,39.791666666666664
2019-03-31,474,,,,,13.410349233450864,-1.5014265302237684,,,,,,18.5,1021.560752688172,40.8494623655914
2019-04-30,1052,,,,,-7.693240609567831,-1.4902147009735531,,,,,,45.5,1014.4734722222222,41.69166666666667
2019-05-31,1177,,,,,1.332245095036014,0.6008363384443313,,,,,,0.0,1015.0008064516129,26.002688172043012
2019-06-30,2361,,,,,-5.0096173139275235,-0.5640267970794373,,,,,,0.4,1015.3983333333334,18.98472222222222
2019-07-31,2896,,,,,-7.746737772629302,-1.1473823350799377,,,,,,0.0,1014.0587365591397,17.202956989247312
2019-08-31,2178,,,,,1.4467048447507387,0.014884795421998763,,,,,,4.2,1014.925,17.52016129032258
2019-09-30,2734,,,,,5.022857739363531,-0.3389535246970262,,,,,,14.9,1016.5081944444445,37.97638888888889
2019-10-31,3014,,,,,-4.835784209299219,-0.6638581803543175,,,,,,8.7,1017.5325268817204,41.15725806451613
2019-11-30,1190,,,,,-19.163282769494394,-0.7387102598124496,,,,,,100.4,1016.73125,48.519444444444446
2019-12-31,1438,,,,,-1.0419885171882421,-2.183865408136711,,,,,,61.9,1020.5241935483871,59.93817204301075
2020-01-31,1151,,,,,2.727229717998229,-0.02289971610838556,,,,,,97.4,1025.2610215053762,47.899193548387096
2020-02-29,1239,,,,,6.079266576714567,-0.36743794711397065,,,,,,2.5,1025.8349137931034,41.168103448275865
2020-03-31,599,,,,,-0.009090081807705777,-1.1496102691970795,,,,,,108.5,1017.2862903225806,55.13575268817204
2020-04-30,82,,,,,3.5962766214234123,-1.8545828894773686,,,,,,63.9,1015.8815277777777,60.57083333333333
2020-05-31,647,,,,,4.316108590150874,-1.9300693020824353,,,,,,47.6,1016.4634408602151,42.094086021505376
2020-06-30,812,,,,,-10.345342608058756,-2.1713377917050725,,,,,,5.3,1016.1541666666667,19.940277777777776
2020-07-31,2047,,,,,9.10085541248673,0.0007840359298332924,,,,,,0.1,1014.4725806451613,11.286290322580646
2020-08-31,2107,,,,,-3.239686527295185,-0.8079123066563104,,,,,,0.6000000000000001,1013.8395161290322,12.471774193548388
2020-09-30,3061,,,,,8.642714835240191,0.8794155039499557,,,,,,27.6,1016.6536111111111,43.93472222222222
2020-10-31,2740,,,,,-0.5351890331448573,-0.292782226925043,,,,,,35.1,1018.6970430107526,39.63978494623656
2020-11-30,1807,,,,,11.112719088089671,-1.6976546505054124,,,,,,94.7,1019.991388888889,56.28888888888889
2020-12-31,1011,,,,,-9.95835975132986,0.7070367132133729,,,,,,46.5,1018.865994623656,48.068548387096776
2021-01-31,888,,,,,-10.87116401329105,-1.783068046605215,,,,,,216.5,1019.7279569892473,55.13978494623656
2021-02-28,686,,,,,2.07490249237379,-2.8690824884211734,,,,,,50.5,1019.6577380952381,65.19047619047619
2021-03-31,1249,,,,,11.101163051993021,-0.680420867903813,,,,,,70.5,1020.0048387096774,46.29435483870968
2021-04-30,449,,,,,3.4832181813525698,-2.2581250119739855,,,,,,34.6,1014.8098611111111,60.69444444444444
2021-05-31,1638,,,,,2.5083615407773285,0.628938454285968,,,,,,9.1,1016.799059139785,38.76075268817204
2021-06-30,1257,,,,,-2.304834671308499,-0.6984940989767066,,,,,,8.7,1016.4718055555555,29.184722222222224
2021-07-31,2004,,,,,-2.7748155215341193,-1.2208028079323754,,,,,,0.4,1015.0681451612902,17.131720430107528
2021-08-31,2127,,,,,-1.3308330940544333,-0.9698172863837528,,,,,,0.4,1014.5501344086022,24.84543010752688
2021-09-30,4420,,,,,0.946826073228878,-0.8566696715768201,,,,,,34.4,1016.3254166666667,31.280555555555555
2021-10-31,2075,0.0729657251441729,0.4527809440399098,-0.6373264441543101,0.18522273033029904,9.889453468147513,0.2856195340225875,,,7.215047233468287,8.60472334682861,,4.800000000000001,1018.3724462365591,51.721774193548384
2021-11-30,670,-0.4310353531911861,0.3231281024826822,-0.5389401034821159,0.16174617713710276,-4.592691339738213,1.4077055810200585,,,7.682708333333333,8.141805555555557,,47.8,1017.2869444444444,33.52777777777778
2021-12-31,1474,-0.6876786316806957,0.43662293691816184,-1.0782104565745851,0.24430207228424924,1.2213331226823274,-1.3924005549190304,,,8.72997311827957,9.458064516129033,,76.9,1022.2537634408603,47.721774193548384
2022-01-31,935,0.5169391765990908,0.3991181295951814,-0.661244136709171,0.17251015487284757,17.99152590473269,-0.7427565651829642,1.6330743754474348,0.7012877798468268,7.499731182795699,10.251948924731183,,26.7,1025.251747311828,35.28225806451613
2022-02-28,797,0.3012395080161423,0.5602114865500614,-0.6104580769273623,0.22610505598102326,12.396151956134693,0.32271549110804465,1.6434346815411875,0.5784816880887035,7.887127976190476,10.219717261904762,,26.0,1023.8769345238096,46.61904761904762
2022-03-31,66,-0.8918907680977228,0.5025985455434154,-1.1238911342028803,0.2842098935006705,1.939623324489758,-2.186817727367555,1.7130750688287468,0.6092999459441032,9.596975806451612,9.713575268817204,,205.0,1015.9655913978495,69.34543010752688
2022-04-30,598,-0.7153097030868464,0.3013581989787414,-0.8520068622438955,0.21212790650846497,-3.0549202112871723,-1.0946827046262013,2.0946179998999237,0.756377240373515,8.369097222222223,8.380138888888888,,77.7,1014.7651388888889,48.31388888888889
2022-05-31,742,-0.05457300065009451,0.3550108363955924,-0.5640048720275771,0.1547161363819896,3.3880071875975672,0.07898728403454132,2.1595620373132856,0.6748029921908579,6.60241935483871,7.630846774193549,,5.1000000000000005,1016.7842741935484,36.759408602150536
2022-06-30,841,-0.4296453790745678,0.3204000638559605,-0.6765134515895086,0.18994604120016656,-7.547160775841566,-0.6123988567812736,2.1655989014620105,0.43717149814620854,6.432777777777778,6.390208333333333,,0.1,1015.5809722222223,25.384722222222223
2022-07-31,1780,0.32179141284492074,0.3257327958217958,-0.36292864646378864,0.14083396369124412,8.707776175731532,0.7095972858196085,1.7227674184910102,0.5466111387425692,5.115658602150538,6.306048387096774,,0.30000000000000004,1015.8545698924731,15.512096774193548
2022-08-31,1485,-0.18327321450376854,0.2941667259277424,-0.3594854536901999,0.14810410645167957,0.051451072926810074,-0.19707938538155734,1.9045296351382635,0.4316575616541745,5.207728494623656,5.0249999999999995,,4.1000000000000005,1013.6004032258064,26.151881720430108
2022-09-30,2180,-0.5822293340505437,0.29229054441343494,-0.6120390440927002,0.17532946680059971,-7.9757725843732485,-2.009999518394564,2.175077387239954,0.6037551583897977,7.526458333333333,7.368333333333333,,7.1000000000000005,1014.7522222222221,36.38194444444444
2022-10-31,2805,-0.0015242855629988123,0.47174125783619125,-0.5617486949285133,0.1846911554010573,12.056768520909998,1.0035594572223179,1.271012963438657,0.6014251516363991,6.772043010752688,7.702486559139785,,6.2,1018.7790322580645,60.13978494623656
2022-11-30,551,-0.9259808452865984,0.43660403911731166,-0.9631052404736742,0.3367362640572023,-7.406491757290065,0.3161086658637874,2.0579603306843746,0.47365624697373926,10.259444444444444,9.442361111111111,18.9247311827957,39.4,1020.7891666666666,45.643055555555556
2022-12-31,1433,-1.5360244675983128,0.1313591274264691,-1.4203205938147698,0.15667641465574506,-3.5773701078294478,-5.090144122111772,2.488471576635849,1.0233684532040874,9.784475806451612,9.034139784946236,18.111290322580643,174.0,1017.696505376344,63.44892473118279
2023-01-31,715,-0.6362444324913774,0.4349889090872517,-0.7739869410894125,0.26438284515201965,-1.5492416238747515,1.4121301052578563,2.3955046946980985,0.9034967368465913,8.370430107526882,8.851478494623656,16.975672043010753,36.6,1024.216129032258,39.13306451612903
2023-02-28,517,0.6054725035193353,0.5177373382027797,-0.6515976122358063,0.17950618306488692,16.635477680965405,-0.7300869942208567,1.6464833615021883,0.6593832486170252,7.473809523809523,10.508110119047618,15.468601190476189,64.10000000000001,1022.2339285714285,52.73511904761905
2023-03-31,793,-1.1574006704308275,0.4580157816381964,-1.2958327639496345,0.29726098794839356,-2.8744845159501424,-0.2811099858655346,2.2590117363336235,0.7408604654827344,10.95981182795699,10.21875,15.973655913978494,28.3,1019.571505376344,48.55107526881721
2023-04-30,1281,-0.1260666850947846,0.4850358198300066,-0.8218318616482558,0.23510211981124843,4.361711521517015,-0.31340603245932536,2.0421299553633716,0.7642298868831403,8.210416666666667,8.894166666666667,16.228472222222223,0.8,1015.7579166666666,31.27777777777778
2023-05-31,695,-0.4378104932606583,0.3264776067591203,-0.5187555302869988,0.167367323718203,-0.31600773729088305,-1.031363700819061,2.1259922947824315,0.49417542581554175,6.906182795698925,6.564516129032258,17.66532258064516,52.8,1015.3018817204301,38.59139784946237
2023-06-30,1272,-0.1005165910051163,0.27762441255493264,-0.5464177088771347,0.08175692015889602,3.6902407513144038,-0.33954511319710307,1.8925998812565927,0.6160333475789479,6.014305555555556,6.867986111111111,19.247777777777777,34.1,1014.0236111111111,29.231944444444444
2023-07-31,2186,-0.5075862869332217,0.24169996796748966,-0.5259968642804681,0.17490843389194577,-8.722667046389361,-2.1949232172272155,2.1090483121366344,0.4188560613037002,5.685551075268817,5.12856182795699,22.911021505376343,0.4,1015.1345430107526,10.321236559139784
2023-08-31,2624,-0.12422504117686235,0.2985959792086583,-0.4614426847592413,0.17855462432991118,1.925804686232658,-0.3704081216592633,1.7999776126736404,0.41413712675541,5.823185483870968,6.232930107526882,21.19260752688172,0.5,1014.7849462365591,17.327956989247312
2023-09-30,1280,-0.18154211404315773,0.3158389296343795,-0.5437536031900623,0.14809670953636173,3.189847866453306,0.3208945352416342,2.120819755282339,0.6533917289706789,7.424097222222223,7.9025694444444445,21.275,20.900000000000002,1015.7469444444445,39.69166666666667
2023-10-31,2132,-0.3864672774757853,0.25592465435475253,-0.9020252311282121,0.179845971914786,3.260085298943281,-1.6687295485181064,2.3717829071325975,0.9794490820398779,7.536559139784946,8.502150537634408,20.884408602150536,74.8,1016.3629032258065,56.25268817204301
2023-11-30,1457,-0.8566015680908012,0.30976342097144244,-0.8609002068623999,0.26075939741773596,-7.7082786628996764,-0.15805900439100323,2.6990531321065756,0.7335644730375547,9.858333333333333,9.408333333333333,20.258472222222224,6.4,1019.7786111111111,36.395833333333336
2023-12-31,1789,-0.6038744626415737,0.2749268555257384,-0.7537291217701036,0.20445292622920183,-0.1687438928031423,0.8375603915204058,2.1320275769228574,0.657687465379304,9.288978494623656,9.194489247311827,18.183736559139785,35.7,1023.9153225806451,42.12231182795699
2024-01-31,852,-0.861598648376692,0.44564839722750405,-1.1525841189992976,0.21132378686028536,4.001828749950733,-0.5998271682940365,2.0675711752269246,0.766356359272987,10.10994623655914,10.18494623655914,17.90994623655914,72.9,1023.45188172043,53.20967741935484
2024-02-29,1214,-1.0718576124389931,0.32840633047239326,-1.1056093044002384,0.21179625008737643,-4.35964035394636,-0.490057855337866,2.1444912082223735,0.7170558166056527,9.160201149425287,9.58426724137931,17.13534482758621,67.4,1022.6004310344828,49.63793103448276
2024-03-31,1081,-1.3107784807141152,0.2663612359725731,-1.2282952208241826,0.2527890708668466,-6.226682042793226,-3.6669478542405853,2.3862213026749712,0.9036809473808683,8.967271505376344,9.004368279569892,16.116935483870968,217.1,1013.8131720430108,67.94623655913979
2024-04-30,746,-0.36967486843897895,0.3979510903451708,-0.7323910584979233,0.1740029282906322,4.449672223022314,0.3661721882285143,1.935554937316129,0.6201904454915101,7.3788888888888895,7.759027777777778,17.00513888888889,15.4,1017.2794444444444,37.12777777777778
2024-05-31,855,-0.23567547966128696,0.3420611074770604,-0.5592616605933393,0.1873827514901451,-1.6191514776360652,-0.006096567543550605,2.474661907069692,0.5703263436037043,6.04247311827957,6.374059139784946,17.671236559139786,7.5,1015.2376344086022,34.130376344086024
2024-06-30,813,-0.08232615571471288,0.21570726320878708,-0.4020638606493622,0.1343418175176518,-3.6739242613226395,-0.7344676187161652,2.3365949336946326,0.624956632411093,5.339097222222223,5.612430555555555,18.846111111111114,5.0,1014.685,26.87638888888889
2024-07-31,1934,-0.2336847397557115,0.2614499483634881,-0.4237751183028264,0.14164917019334364,-3.3335788963909883,-1.2582973450296666,2.2658104682603164,0.5811898370126096,5.724663978494624,5.565725806451613,20.293682795698924,0.0,1014.144623655914,12.088709677419354
2024-08-31,2384,-0.30856584272186843,0.30769466825108577,-0.48036021766907677,0.159817429031544,-0.023534008586467935,-0.767194309504337,1.8530756679346,0.4280196430787687,6.568884408602151,6.204368279569893,21.989112903225806,2.7,1013.1584677419355,20.512096774193548
2024-09-30,1562,-0.1496493393070024,0.23679763471135173,-0.41210572289399633,0.1505628539396252,-2.7121178403567034,-0.506258040618749,1.6537784382770797,0.4045699082054286,6.1577777777777785,6.182430555555556,20.81513888888889,14.200000000000001,1014.9134722222221,34.47083333333333
2024-10-31,1571,-0.792139122666735,0.24484044956203682,-0.9068425593181042,0.15374628547391717,-3.1347244046616445,-1.6056634806563757,2.1544234567343286,0.567635243936516,8.421841397849462,8.035618279569892,19.83266129032258,139.6,1016.5194892473119,60.418010752688176
2024-11-30,2470,-0.056123213832876225,0.2560227497644094,-0.6464259088035413,0.0625355669074798,10.791353789068886,-0.7939415668428219,1.8990130816732296,0.8142346387393853,7.5136111111111115,8.53888888888889,19.247638888888886,51.7,1020.2761111111112,56.168055555555554
2024-12-31,1517,0.0840159868572268,0.2733381133309568,-0.4949619125161623,0.13622791081153945,9.636169727858594,0.10770458069223135,1.8179845885795618,0.6759158715411341,7.360618279569893,9.088575268817204,17.899865591397848,38.9,1025.5638440860216,40.66532258064516
2025-01-31,780,-1.4184929960241535,0.30057626576814134,-1.384771277545243,0.22603910869880445,-3.141127619516006,-2.3513950771319396,2.0213722738546367,0.8024485682484968,10.366599462365592,9.778024193548388,16.79793510324484,52.8,1023.1487903225806,48.615591397849464
2025-02-28,1291,-1.4073048376727506,0.44430077326250794,-1.3346764066172578,0.33580616977301964,2.7251852863923287,-0.1480617724670043,2.1365848763842306,0.9487944736256123,11.317708333333334,10.128869047619048,16.940140845070424,65.6,1022.0831845238096,50.223214285714285
2025-03-31,549,-1.2788418043061902,0.14002462974380447,-1.2014826663600686,0.1606166064815608,-6.793054712385482,-5.274559624450633,2.332992203051531,1.0187202898755847,8.602352150537634,8.198252688172044,16.86034946236559,292.5,1012.7701612903226,55.44086021505376
2025-04-30,847,-0.5601758204126914,0.3633186084963732,-0.8672442452211614,0.15699826326030558,0.12037120826278838,-0.8013993621888426,2.201802654306319,0.8210133708685567,8.033680555555556,8.330277777777779,16.992083333333333,69.5,1014.9861111111111,49.861111111111114
2025-05-31,1415,-0.3863049958883518,0.26454286741133437,-0.5768486007672365,0.14175006360773337,-2.308894107264381,-0.39962333940956446,2.004334401506129,0.47901006714479816,6.691129032258064,7.053763440860215,17.72755376344086,28.4,1016.1291666666666,26.90456989247312
2025-06-30,1383,-0.08919060358161918,0.29264554095599105,-0.401806342823822,0.15762617338661022,-0.14415679149838426,-0.7548882662352276,1.6150499285555608,0.3883540514791537,5.6466666666666665,6.0975,19.024166666666666,7.3,1016.7069444444444,33.160493827160494
